complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2024-01195,2024-01-21,14:38,West,Electricity,High,Resolved,Exposed live wiring near Central Market posing a serious electrocution risk.,0.9,37.767062,-122.450843,4
SV-2024-01671,2024-01-22,12:42,West,Parks,Medium,Resolved,Damaged and unsafe park benches near Maple Drive.,19.6,37.794812,-122.492087,0
SV-2024-01955,2024-01-22,12:06,Central,Noise,Medium,Closed,Night construction activity near University Campus violating city noise ordinance.,13.4,37.797265,-122.412608,1
SV-2024-00756,2024-01-22,16:24,South,Roads,High,In Progress,Collapsed pavement on Harbor Drive blocking one lane of traffic.,,37.718378,-122.401579,1
SV-2024-01377,2024-01-23,20:59,East,Water Supply,Critical,Resolved,Critically low water pressure throughout East district.,0.7,37.786156,-122.339656,10
SV-2024-00974,2024-01-23,16:03,Harbor,Safety,High,In Progress,Abandoned vehicle blocking emergency access lane on Sunrise Road.,,37.768617,-122.379667,8
SV-2024-00005,2024-01-23,08:35,South,Parks,Medium,Closed,Damaged and unsafe park benches near City Square.,8.5,37.712295,-122.433363,3
SV-2024-00026,2024-01-24,07:24,South,Safety,Critical,Resolved,Crumbling boundary wall near Fire Station poses imminent collapse risk.,2.5,37.736477,-122.414082,68
SV-2024-00737,2024-01-24,13:13,East,Noise,Low,Closed,Excessive construction noise at SmartVille Hospital continues after permitted hours.,32.8,37.777562,-122.349077,1
SV-2024-00650,2024-01-24,17:45,East,Garbage,Low,Closed,Garbage not collected for 24 days on Central Boulevard.,90.0,37.745806,-122.388859,2
SV-2024-01975,2024-01-24,14:00,North,Electricity,High,Resolved,Streetlight not working near SmartVille School creating a dark and unsafe area.,2.5,37.799988,-122.437395,64
SV-2024-00753,2024-01-25,08:27,South,Garbage,Medium,In Progress,Overflowing bins near Tech Park attracting pests and rodents.,,37.725051,-122.388345,12
SV-2024-01414,2024-01-25,07:28,East,Water Supply,Medium,Resolved,No water supply for 3 hours in Oak Avenue area.,12.8,37.781921,-122.376746,0
SV-2024-01533,2024-01-25,13:02,West,Garbage,Medium,Resolved,Decomposing waste near Grand Library causing foul odour.,14.1,37.736762,-122.487716,3
SV-2024-00635,2024-01-26,13:34,South,Water Supply,High,Resolved,Critically low water pressure throughout South district.,0.4,37.735148,-122.431117,11
SV-2024-01446,2024-01-26,20:57,South,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at University Campus.,22.1,37.711062,-122.440763,0
SV-2024-01980,2024-01-26,19:08,Harbor,Water Supply,High,Resolved,Brown discoloured water from taps on Main Street.,3.5,37.739171,-122.397084,27
SV-2024-00921,2024-01-26,10:25,North,Noise,Low,In Progress,Night construction activity near SmartVille Station violating city noise ordinance.,,37.767674,-122.426747,0
SV-2024-01304,2024-01-27,12:11,Harbor,Roads,Low,Resolved,Road surface severely deteriorated near Community Center; urgent repair needed.,14.2,37.743608,-122.395745,1
SV-2024-00651,2024-01-27,17:20,Harbor,Parks,Critical,In Progress,Poor maintenance of Harbor Community Park; overgrown grass.,,37.706402,-122.371865,65
SV-2024-00097,2024-01-28,10:58,East,Parks,High,Closed,Poor maintenance of East Community Park; overgrown grass.,9.8,37.755141,-122.365785,2
SV-2024-00696,2024-01-28,12:29,West,Garbage,Medium,Resolved,Garbage not collected for 5 days on Industrial Road.,1.0,37.752652,-122.497229,3
SV-2024-01559,2024-01-29,19:09,West,Roads,Medium,Resolved,Collapsed pavement on Central Boulevard blocking one lane of traffic.,14.6,37.799138,-122.472515,7
SV-2024-01198,2024-01-29,19:26,Harbor,Roads,High,In Progress,Collapsed pavement on Oak Avenue blocking one lane of traffic.,,37.732667,-122.363515,15
SV-2024-00293,2024-01-29,15:32,West,Noise,Medium,Resolved,Night construction activity near Central Market violating city noise ordinance.,7.5,37.7878,-122.46878,1
SV-2024-00959,2024-01-29,14:19,West,Electricity,Low,Closed,Power outage on Pine Avenue for 4 hours with no update from utility.,8.6,37.741893,-122.452938,0
SV-2024-01060,2024-01-29,07:07,Central,Safety,Critical,Closed,Poor street lighting on Harbor Drive creating safety concerns at night.,2.0,37.745289,-122.413673,29
SV-2024-00491,2024-01-29,21:25,West,Electricity,Medium,Closed,Power outage on Maple Drive for 4 hours with no update from utility.,5.7,37.770683,-122.47756,0
SV-2024-01855,2024-01-29,15:09,Harbor,Electricity,Critical,Resolved,Streetlight not working near Convention Centre creating a dark and unsafe area.,6.1,37.721287,-122.38242,99
SV-2024-00663,2024-01-29,18:52,Central,Roads,Medium,Closed,Street flooding due to blocked drainage on Elm Street.,13.3,37.752861,-122.412392,14
SV-2024-00269,2024-01-30,07:18,East,Safety,Medium,Closed,Poor street lighting on Green Lane creating safety concerns at night.,11.1,37.772393,-122.372602,2
SV-2024-00694,2024-01-30,21:44,South,Roads,Medium,Closed,Collapsed pavement on Green Lane blocking one lane of traffic.,26.0,37.744971,-122.399361,7
SV-2024-01367,2024-01-30,08:50,East,Garbage,High,Resolved,Decomposing waste near SmartVille School causing foul odour.,4.0,37.744931,-122.360622,11
SV-2024-00101,2024-01-31,17:50,Central,Water Supply,High,In Progress,Main water pipeline burst near Sports Complex; flooding the road.,,37.757068,-122.423842,27
SV-2024-01213,2024-02-01,19:24,West,Noise,Medium,Resolved,Excessive construction noise at SmartVille Hospital continues after permitted hours.,10.9,37.77245,-122.527172,0
SV-2024-01825,2024-02-01,15:12,North,Parks,Low,Resolved,Broken playground equipment at SmartVille Hospital — hazardous for children.,1.3,37.843681,-122.422607,1
SV-2024-00155,2024-02-01,13:49,South,Electricity,Low,Resolved,Visible electrical sparks from exposed transformer near Oak Avenue.,11.8,37.708267,-122.419147,0
SV-2024-01512,2024-02-02,11:56,North,Parks,Low,Closed,Damaged and unsafe park benches near Main Street.,4.5,37.808294,-122.409013,0
SV-2024-00267,2024-02-03,12:23,North,Roads,Critical,Resolved,Street flooding due to blocked drainage on Oak Avenue.,4.9,37.841762,-122.445947,112
SV-2024-01649,2024-02-03,16:22,East,Roads,Medium,Closed,Damaged road markings near Bus Terminal creating a safety hazard.,13.0,37.758402,-122.409305,7
SV-2024-01560,2024-02-03,19:12,Central,Garbage,High,Resolved,Garbage not collected for 5 days on Commerce Way.,2.0,37.759107,-122.403612,15
SV-2024-00925,2024-02-03,21:55,South,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Park Road.,10.2,37.74822,-122.435471,1
SV-2024-00938,2024-02-04,18:19,East,Electricity,Low,Closed,Streetlight not working near Tech Park creating a dark and unsafe area.,16.2,37.799219,-122.343488,1
SV-2024-00173,2024-02-04,20:30,North,Noise,Critical,Resolved,Excessive construction noise at Grand Library continues after permitted hours.,2.6,37.815142,-122.437618,67
SV-2024-01858,2024-02-04,13:46,West,Parks,Low,In Progress,Broken playground equipment at University Campus — hazardous for children.,,37.764265,-122.50621,3
SV-2024-01582,2024-02-05,16:48,North,Noise,Medium,Resolved,Loud music from commercial venue on Oak Avenue disturbing residents at night.,5.7,37.808687,-122.425267,5
SV-2024-01623,2024-02-05,14:38,Central,Water Supply,High,In Progress,Main water pipeline burst near SmartVille School; flooding the road.,,37.772977,-122.444876,49
SV-2024-01187,2024-02-05,07:59,North,Noise,Medium,Resolved,Loud music from commercial venue on Sunrise Road disturbing residents at night.,6.0,37.823686,-122.406214,5
SV-2024-01442,2024-02-05,19:10,West,Noise,Medium,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,0.9,37.751765,-122.51037,0
SV-2024-00662,2024-02-05,16:00,East,Safety,High,Resolved,Dangerous intersection at Industrial Road and Tech Park with no traffic signal.,7.5,37.761386,-122.342761,21
SV-2024-01861,2024-02-05,20:55,South,Water Supply,High,Closed,Main water pipeline burst near SmartVille Hospital; flooding the road.,0.6,37.70433,-122.432237,10
SV-2024-01087,2024-02-05,18:22,Harbor,Parks,Medium,Resolved,Broken playground equipment at Grand Library — hazardous for children.,8.1,37.710515,-122.422155,10
SV-2024-01127,2024-02-05,08:31,Central,Noise,Low,Closed,Excessive construction noise at Police Station continues after permitted hours.,11.4,37.760556,-122.411114,0
SV-2024-01829,2024-02-05,09:03,West,Noise,High,Closed,Night construction activity near Central Market violating city noise ordinance.,0.7,37.743443,-122.461595,65
SV-2024-01160,2024-02-06,13:06,South,Safety,Critical,Resolved,Poor street lighting on Park Road creating safety concerns at night.,1.1,37.698984,-122.41063,9
SV-2024-01889,2024-02-06,07:35,Harbor,Parks,Low,In Progress,Overgrown vegetation blocking the main pathway at SmartVille Hospital.,,37.722533,-122.358904,0
SV-2024-00589,2024-02-07,13:20,East,Water Supply,High,Closed,Visible pipe leakage causing water wastage near Shopping Mall.,4.2,37.794492,-122.383559,2
SV-2024-00811,2024-02-07,07:05,East,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Police Station.,3.3,37.73936,-122.368331,3
SV-2024-00930,2024-02-07,18:02,South,Safety,Medium,Closed,Crumbling boundary wall near Police Station poses imminent collapse risk.,4.0,37.698458,-122.403913,0
SV-2024-00366,2024-02-07,16:35,Central,Water Supply,Low,Open,No water supply for 24 hours in Central Boulevard area.,,37.792098,-122.441774,10
SV-2024-01002,2024-02-08,15:52,East,Safety,High,In Progress,Crumbling boundary wall near Fire Station poses imminent collapse risk.,,37.785133,-122.35626,8
SV-2024-00344,2024-02-09,14:01,East,Noise,Low,Resolved,Loud music from commercial venue on Central Boulevard disturbing residents at night.,47.1,37.756429,-122.365052,1
SV-2024-00286,2024-02-10,07:47,West,Water Supply,High,Resolved,No water supply for 5 hours in City Square area.,7.2,37.761969,-122.514012,0
SV-2024-00010,2024-02-10,21:58,West,Water Supply,Medium,Resolved,Main water pipeline burst near University Campus; flooding the road.,0.3,37.76587,-122.472992,7
SV-2024-01682,2024-02-10,16:13,East,Safety,Medium,Resolved,Poor street lighting on Elm Street creating safety concerns at night.,26.3,37.760217,-122.366778,2
SV-2024-01664,2024-02-10,10:09,North,Water Supply,Critical,Resolved,Critically low water pressure throughout North district.,1.9,37.805913,-122.407273,24
SV-2024-01392,2024-02-10,19:10,Harbor,Electricity,High,Resolved,Exposed live wiring near Police Station posing a serious electrocution risk.,4.7,37.742425,-122.392133,17
SV-2024-00258,2024-02-11,08:23,Harbor,Noise,Medium,Closed,Loud music from commercial venue on Central Boulevard disturbing residents at night.,19.0,37.750632,-122.370043,13
SV-2024-01576,2024-02-11,10:09,East,Parks,Medium,Resolved,Poor maintenance of East Community Park; overgrown grass.,1.1,37.776058,-122.343531,1
SV-2024-00468,2024-02-11,12:32,North,Water Supply,Critical,Closed,Main water pipeline burst near Central Market; flooding the road.,1.1,37.816708,-122.395252,2
SV-2024-00916,2024-02-12,10:14,West,Water Supply,High,Resolved,Main water pipeline burst near Shopping Mall; flooding the road.,4.0,37.776199,-122.481339,14
SV-2024-01436,2024-02-12,20:56,Harbor,Water Supply,Medium,Resolved,No water supply for 8 hours in Harbor Drive area.,8.1,37.734326,-122.394287,24
SV-2024-00964,2024-02-12,18:37,Harbor,Roads,Medium,Resolved,Damaged road markings near Convention Centre creating a safety hazard.,10.3,37.725739,-122.397184,7
SV-2024-00043,2024-02-13,12:17,Harbor,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Waterfront Road.,7.6,37.76455,-122.344295,4
SV-2024-01324,2024-02-13,14:53,South,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at City Hall.,2.0,37.732429,-122.415219,0
SV-2024-01207,2024-02-13,16:03,East,Roads,Medium,Closed,Street flooding due to blocked drainage on Waterfront Road.,4.3,37.764704,-122.335581,14
SV-2024-01857,2024-02-13,17:11,West,Safety,Medium,In Progress,Stray dogs attacking pedestrians near City Hall.,,37.759304,-122.491091,8
SV-2024-01360,2024-02-14,11:00,East,Garbage,High,Resolved,Garbage not collected for 12 days on Pine Avenue.,3.3,37.769701,-122.361905,22
SV-2024-01154,2024-02-14,10:04,South,Water Supply,High,Closed,Main water pipeline burst near SmartVille Hospital; flooding the road.,0.7,37.732088,-122.392495,23
SV-2024-01144,2024-02-14,08:35,Central,Noise,Medium,Resolved,Night construction activity near Convention Centre violating city noise ordinance.,8.8,37.784126,-122.408813,13
SV-2024-01009,2024-02-14,14:05,Harbor,Parks,Low,Resolved,Damaged and unsafe park benches near Oak Avenue.,4.6,37.729335,-122.38577,1
SV-2024-01417,2024-02-14,20:06,East,Garbage,High,Resolved,Illegal dumping of construction waste spotted near Fire Station.,2.0,37.753085,-122.339164,42
SV-2024-00329,2024-02-15,08:56,East,Garbage,High,Resolved,Garbage not collected for 2 days on Industrial Road.,3.8,37.789899,-122.338633,4
SV-2024-01968,2024-02-15,14:53,East,Roads,Medium,Resolved,Damaged road markings near Convention Centre creating a safety hazard.,3.1,37.76195,-122.391124,1
SV-2024-01049,2024-02-15,16:17,South,Roads,Low,Resolved,Collapsed pavement on Main Street blocking one lane of traffic.,10.0,37.706948,-122.4164,0
SV-2024-00664,2024-02-15,07:40,Harbor,Parks,Low,Resolved,Poor maintenance of Harbor Community Park; overgrown grass.,13.9,37.729688,-122.419999,0
SV-2024-01873,2024-02-16,09:56,North,Garbage,Medium,Closed,Garbage pile blocking pedestrian footpath on Pine Avenue.,2.8,37.803334,-122.422046,8
SV-2024-01158,2024-02-17,09:38,South,Electricity,High,Resolved,Power outage on Waterfront Road for 3 hours with no update from utility.,1.9,37.729677,-122.412293,3
SV-2024-01843,2024-02-17,17:59,Harbor,Noise,Medium,In Progress,Night construction activity near SmartVille Station violating city noise ordinance.,,37.751861,-122.398034,13
SV-2024-00709,2024-02-19,21:31,Central,Noise,High,Resolved,Heavy industrial machinery noise from Central factory during quiet hours.,14.2,37.790238,-122.426013,3
SV-2024-01862,2024-02-19,09:16,North,Parks,High,Resolved,Poor maintenance of North Community Park; overgrown grass.,10.8,37.825521,-122.429913,20
SV-2024-01731,2024-02-19,16:26,Harbor,Garbage,Low,Resolved,Garbage not collected for 6 days on City Square.,6.1,37.715246,-122.393222,0
SV-2024-00022,2024-02-21,10:06,North,Noise,Low,Resolved,Excessive construction noise at Police Station continues after permitted hours.,12.3,37.772845,-122.405206,0
SV-2024-01534,2024-02-21,18:21,North,Garbage,High,Resolved,Garbage pile blocking pedestrian footpath on Central Boulevard.,8.7,37.804764,-122.403338,2
SV-2024-00381,2024-02-21,18:31,West,Safety,High,In Progress,Poor street lighting on Oak Avenue creating safety concerns at night.,,37.760872,-122.484254,9
SV-2024-01722,2024-02-21,07:01,Harbor,Garbage,Low,In Progress,Overflowing bins near SmartVille School attracting pests and rodents.,,37.745646,-122.378011,0
SV-2024-01202,2024-02-22,16:34,Harbor,Garbage,Low,Closed,Decomposing waste near Tech Park causing foul odour.,49.3,37.720225,-122.364431,5
SV-2024-01244,2024-02-22,17:37,West,Electricity,Medium,Resolved,Visible electrical sparks from exposed transformer near Oak Avenue.,4.4,37.754679,-122.514384,10
SV-2024-01808,2024-02-22,07:13,South,Garbage,Medium,In Progress,Garbage not collected for 24 days on Waterfront Road.,,37.705309,-122.446191,0
SV-2024-01827,2024-02-22,19:11,Harbor,Electricity,Medium,Resolved,Frequent power fluctuations in Harbor district damaging appliances.,3.3,37.757665,-122.377951,2
SV-2024-01815,2024-02-22,16:44,North,Electricity,High,Resolved,Power outage on Commerce Way for 12 hours with no update from utility.,0.3,37.806085,-122.435673,0
SV-2024-00091,2024-02-23,12:20,West,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Central Boulevard.,21.0,37.793499,-122.479622,2
SV-2024-01693,2024-02-24,08:59,West,Parks,Medium,Resolved,Damaged and unsafe park benches near Civic Center Way.,5.1,37.763176,-122.467111,0
SV-2024-00398,2024-02-24,16:57,Harbor,Noise,Low,Closed,Loud music from commercial venue on Maple Drive disturbing residents at night.,0.3,37.729623,-122.436639,0
SV-2024-00377,2024-02-25,11:24,West,Electricity,High,In Progress,Visible electrical sparks from exposed transformer near Pine Avenue.,,37.750139,-122.518752,16
SV-2024-01736,2024-02-25,13:42,East,Garbage,Medium,Resolved,Overflowing bins near Bus Terminal attracting pests and rodents.,1.1,37.726734,-122.334936,2
